Season,MatchDate,HomeTeam,AwayTeam,FullTimeResult,home_win_rate_5,home_draw_rate_5,home_loss_rate_5,home_goals_scored_avg_5,home_goals_conceded_avg_5,home_goal_diff_avg_5,home_points_per_game_5,home_win_rate_10,home_draw_rate_10,home_loss_rate_10,home_goals_scored_avg_10,home_goals_conceded_avg_10,home_goal_diff_avg_10,home_points_per_game_10,home_venue_win_rate_5,home_venue_draw_rate_5,home_venue_loss_rate_5,home_venue_goals_scored_avg_5,home_venue_goals_conceded_avg_5,home_venue_goal_diff_avg_5,home_venue_points_per_game_5,home_venue_win_rate_10,home_venue_draw_rate_10,home_venue_loss_rate_10,home_venue_goals_scored_avg_10,home_venue_goals_conceded_avg_10,home_venue_goal_diff_avg_10,home_venue_points_per_game_10,away_win_rate_5,away_draw_rate_5,away_loss_rate_5,away_goals_scored_avg_5,away_goals_conceded_avg_5,away_goal_diff_avg_5,away_points_per_game_5,away_win_rate_10,away_draw_rate_10,away_loss_rate_10,away_goals_scored_avg_10,away_goals_conceded_avg_10,away_goal_diff_avg_10,away_points_per_game_10,away_venue_win_rate_5,away_venue_draw_rate_5,away_venue_loss_rate_5,away_venue_goals_scored_avg_5,away_venue_goals_conceded_avg_5,away_venue_goal_diff_avg_5,away_venue_points_per_game_5,away_venue_win_rate_10,away_venue_draw_rate_10,away_venue_loss_rate_10,away_venue_goals_scored_avg_10,away_venue_goals_conceded_avg_10,away_venue_goal_diff_avg_10,away_venue_points_per_game_10,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_matches,home_elo,away_elo,elo_diff,elo_exp_home,target
2005/06,2006-02-01,Aston Villa,Chelsea,D,0.2,0.6,0.2,1.2,1.2,0.0,1.2,0.3,0.5,0.2,1.3,1.0,0.3,1.4,0.4,0.2,0.4,1.2,0.8,0.4,1.4,0.3,0.2,0.5,1.0,1.2,-0.2,1.1,0.8,0.2,0.0,1.8,0.6,1.2,2.6,0.9,0.1,0.0,1.8,0.5,1.3,2.8,1.0,0.0,0.0,2.0,0.4,1.6,3.0,0.8,0.1,0.1,1.9,0.5,1.4,2.5,0.2,0.2,0.6,5,1524.5527472870342,1856.6199882550425,-332.06724096800826,0.20818734856399457,1
2005/06,2006-02-01,Blackburn,Man United,H,0.8,0.2,0.0,1.6,0.2,1.4,2.6,0.5,0.2,0.3,1.2,1.0,0.2,1.7,0.6,0.2,0.2,1.8,1.2,0.6,2.0,0.6,0.2,0.2,1.5,1.0,0.5,2.0,0.4,0.4,0.2,1.6,1.2,0.4,1.6,0.6,0.3,0.1,2.1,0.7,1.4,2.1,0.4,0.4,0.2,1.4,1.2,0.2,1.6,0.5,0.3,0.2,1.7,1.4,0.3,1.8,0.4,0.4,0.2,5,1586.2537174200008,1723.7919007327046,-137.53818331270372,0.44618744100635743,0
2005/06,2006-02-01,Liverpool,Birmingham,D,0.6,0.2,0.2,1.4,0.8,0.6,2.0,0.8,0.1,0.1,1.7,0.4,1.3,2.5,1.0,0.0,0.0,1.8,0.0,1.8,3.0,0.8,0.1,0.1,1.6,0.4,1.2,2.5,0.4,0.2,0.4,1.8,1.2,0.6,1.4,0.4,0.1,0.5,1.3,1.4,-0.1,1.3,0.2,0.0,0.8,0.4,2.0,-1.6,0.6,0.2,0.1,0.7,0.6,1.7,-1.1,0.7,0.4,0.2,0.4,5,1673.665162702667,1430.1993352585641,243.46582744410284,0.8783768339319757,1
2005/06,2006-02-01,Man City,Newcastle,H,0.2,0.2,0.6,0.6,1.2,-0.6,0.8,0.3,0.1,0.6,1.5,1.6,-0.1,1.0,0.4,0.0,0.6,1.4,1.2,0.2,1.2,0.5,0.1,0.4,1.4,0.9,0.5,1.6,0.0,0.2,0.8,0.4,1.6,-1.2,0.2,0.2,0.2,0.6,0.8,1.5,-0.7,0.8,0.2,0.0,0.8,0.8,1.6,-0.8,0.6,0.3,0.1,0.6,1.0,1.2,-0.2,1.0,0.2,0.2,0.6,5,1512.118144502966,1497.614448475959,14.503696027006981,0.6590663343150672,0
2005/06,2006-02-01,Portsmouth,Bolton,D,0.2,0.0,0.8,0.4,2.4,-2.0,0.6,0.2,0.1,0.7,0.5,2.1,-1.6,0.7,0.4,0.2,0.4,0.6,0.8,-0.2,1.4,0.2,0.4,0.4,0.6,1.0,-0.4,1.0,0.2,0.6,0.2,1.0,1.2,-0.2,1.2,0.4,0.4,0.2,1.4,0.9,0.5,1.6,0.2,0.4,0.4,1.2,1.2,0.0,1.0,0.4,0.2,0.4,1.2,1.4,-0.2,1.4,0.5,0.0,0.5,4,1392.2189415164896,1621.8564089268184,-229.63746741032878,0.3216382464091081,1
2005/06,2006-02-04,Newcastle,Portsmouth,H,0.0,0.2,0.8,0.4,1.8,-1.4,0.2,0.2,0.2,0.6,0.8,1.5,-0.7,0.8,0.4,0.4,0.2,1.0,0.8,0.2,1.6,0.4,0.4,0.2,1.0,0.9,0.1,1.6,0.2,0.2,0.6,0.6,1.8,-1.2,0.8,0.2,0.2,0.6,0.6,2.0,-1.4,0.8,0.0,0.0,1.0,0.4,3.4,-3.0,0.0,0.2,0.1,0.7,0.8,2.3,-1.5,0.7,0.2,0.8,0.0,5,1486.7045711740411,1397.9265176313982,88.77805354264297,0.7477586371207317,0
2005/06,2006-02-04,West Brom,Blackburn,H,0.2,0.2,0.6,0.4,0.8,-0.4,0.8,0.3,0.2,0.5,0.6,0.8,-0.2,1.1,0.4,0.2,0.4,1.0,0.6,0.4,1.4,0.4,0.1,0.5,1.3,1.1,0.2,1.3,0.8,0.2,0.0,2.0,0.8,1.2,2.6,0.6,0.1,0.3,1.6,1.3,0.3,1.9,0.6,0.0,0.4,1.4,1.0,0.4,1.8,0.4,0.2,0.4,1.1,1.1,0.0,1.4,0.0,0.5,0.5,4,1419.95534356976,1603.9757193077974,-184.02037573803727,0.3813882046370879,0
2005/06,2006-02-04,Middlesbrough,Aston Villa,A,0.2,0.4,0.4,1.4,2.4,-1.0,1.0,0.1,0.4,0.5,1.2,2.2,-1.0,0.7,0.0,0.6,0.4,1.4,2.0,-0.6,0.6,0.3,0.4,0.3,1.7,1.7,0.0,1.3,0.2,0.6,0.2,0.8,0.8,0.0,1.2,0.2,0.6,0.2,1.3,1.1,0.2,1.2,0.2,0.8,0.0,1.4,1.2,0.2,1.4,0.3,0.4,0.3,1.3,1.6,-0.3,1.3,0.6,0.0,0.4,5,1472.3539810976422,1533.8907521329863,-61.536771035344145,0.5551280065841079,2
2005/06,2006-02-04,West Ham,Sunderland,H,0.6,0.0,0.4,1.6,1.8,-0.2,1.8,0.4,0.1,0.5,1.5,2.0,-0.5,1.3,0.2,0.0,0.8,1.2,2.4,-1.2,0.6,0.4,0.1,0.5,1.4,1.5,-0.1,1.3,0.2,0.0,0.8,0.6,1.6,-1.0,0.6,0.1,0.1,0.8,0.5,1.6,-1.1,0.4,0.2,0.0,0.8,1.0,2.0,-1.0,0.6,0.2,0.0,0.8,0.9,1.7,-0.8,0.6,0.6,0.2,0.2,5,1553.3472308703176,1236.4252287295847,316.92200214073296,0.9168269960207138,0
2005/06,2006-02-04,Everton,Man City,H,0.8,0.2,0.0,1.4,0.4,1.0,2.6,0.4,0.2,0.4,1.0,1.6,-0.6,1.4,0.4,0.0,0.6,1.2,2.0,-0.8,1.2,0.4,0.1,0.5,0.9,1.3,-0.4,1.3,0.4,0.2,0.4,1.2,1.0,0.2,1.4,0.4,0.1,0.5,1.8,1.5,0.3,1.3,0.2,0.2,0.6,1.6,2.0,-0.4,0.8,0.2,0.2,0.6,1.2,1.6,-0.4,0.8,0.4,0.4,0.2,5,1543.071866648924,1523.028021804884,20.043844844039995,0.6661955534518669,0
2005/06,2006-02-04,Birmingham,Arsenal,A,0.4,0.2,0.4,1.6,1.0,0.6,1.4,0.3,0.2,0.5,1.3,1.5,-0.2,1.1,0.6,0.2,0.2,2.2,0.8,1.4,2.0,0.3,0.2,0.5,1.3,1.2,0.1,1.1,0.2,0.4,0.4,1.8,0.8,1.0,1.0,0.3,0.2,0.5,1.4,0.9,0.5,1.1,0.2,0.2,0.6,0.2,0.8,-0.6,0.8,0.2,0.3,0.5,0.7,1.1,-0.4,0.9,0.0,0.2,0.8,5,1442.3073939443873,1655.0201173489138,-212.7127234045265,0.3432540108883723,2
2005/06,2006-02-04,Man United,Fulham,H,0.4,0.2,0.4,1.8,1.6,0.2,1.4,0.5,0.3,0.2,2.1,1.1,1.0,1.8,0.8,0.2,0.0,2.6,0.4,2.2,2.6,0.6,0.3,0.1,2.0,0.6,1.4,2.1,0.6,0.0,0.4,1.0,0.8,0.2,1.8,0.4,0.2,0.4,1.2,1.2,0.0,1.4,0.0,0.2,0.8,0.6,1.4,-0.8,0.2,0.0,0.3,0.7,0.7,1.4,-0.7,0.3,0.4,0.4,0.2,5,1706.069898844908,1493.341716189396,212.728182655512,0.858174268599156,0
2005/06,2006-02-04,Bolton,Wigan,D,0.2,0.6,0.2,1.2,1.4,-0.2,1.2,0.3,0.5,0.2,1.4,1.0,0.4,1.4,0.6,0.4,0.0,1.6,0.6,1.0,2.2,0.6,0.3,0.1,1.3,0.4,0.9,2.1,0.2,0.2,0.6,0.8,1.8,-1.0,0.8,0.4,0.1,0.5,1.3,1.7,-0.4,1.3,0.4,0.0,0.6,1.0,1.8,-0.8,1.2,0.6,0.0,0.4,1.2,1.3,-0.1,1.8,0.0,0.0,1.0,1,1616.1488328119099,1526.7680968703291,89.38073594158072,0.7484124423257782,1
2005/06,2006-02-05,Chelsea,Liverpool,H,0.6,0.4,0.0,1.8,0.8,1.0,2.2,0.8,0.2,0.0,1.7,0.6,1.1,2.6,0.8,0.2,0.0,1.6,0.6,1.0,2.6,0.9,0.1,0.0,2.4,0.7,1.7,2.8,0.4,0.4,0.2,1.0,0.8,0.2,1.6,0.7,0.2,0.1,1.7,0.5,1.2,2.3,0.6,0.2,0.2,1.6,0.8,0.8,2.0,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.8,0.0,0.2,5,1847.2819834090903,1661.5571040168438,185.72487939224652,0.8381822178514549,0
2005/06,2006-02-05,Tottenham,Charlton,H,0.4,0.2,0.4,0.8,0.4,0.4,1.4,0.5,0.2,0.3,1.5,1.0,0.5,1.7,0.8,0.2,0.0,2.0,0.6,1.4,2.6,0.6,0.4,0.0,1.5,0.5,1.0,2.2,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.3,0.2,0.5,1.0,1.4,-0.4,1.1,0.0,0.2,0.8,0.6,2.4,-1.8,0.2,0.5,0.1,0.4,1.4,1.5,-0.1,1.6,0.4,0.0,0.6,5,1587.3035283156582,1481.2380462425147,106.06548207314358,0.7660622302104603,0
2005/06,2006-02-08,Charlton,Liverpool,H,0.2,0.4,0.4,1.0,1.4,-0.4,1.0,0.3,0.2,0.5,1.1,1.6,-0.5,1.1,0.6,0.2,0.2,1.2,0.2,1.0,2.0,0.3,0.2,0.5,1.2,1.4,-0.2,1.1,0.2,0.4,0.4,0.8,1.2,-0.4,1.0,0.6,0.2,0.2,1.5,0.7,0.8,2.0,0.4,0.2,0.4,1.4,1.2,0.2,1.4,0.4,0.3,0.3,1.2,1.0,0.2,1.5,0.4,0.0,0.6,5,1473.7520376092493,1656.3789349880904,-182.62689737884102,0.38328252074845054,0
2005/06,2006-02-11,Arsenal,Bolton,D,0.4,0.2,0.4,2.2,0.8,1.4,1.4,0.4,0.2,0.4,1.6,0.7,0.9,1.4,0.4,0.2,0.4,2.6,1.0,1.6,1.4,0.7,0.1,0.2,2.3,0.6,1.7,2.2,0.2,0.8,0.0,1.2,0.8,0.4,1.4,0.3,0.6,0.1,1.4,0.9,0.5,1.5,0.2,0.6,0.2,1.2,1.0,0.2,1.2,0.3,0.3,0.4,1.1,1.4,-0.3,1.2,0.2,0.4,0.4,5,1666.0042456973417,1608.199634657485,57.80461103985681,0.7126718968539977,1
2005/06,2006-02-11,Aston Villa,Newcastle,A,0.4,0.4,0.2,1.6,0.8,0.8,1.6,0.3,0.5,0.2,1.6,1.0,0.6,1.4,0.2,0.4,0.4,1.2,1.0,0.2,1.0,0.2,0.3,0.5,1.0,1.3,-0.3,0.9,0.2,0.2,0.6,0.8,1.4,-0.6,0.8,0.3,0.2,0.5,1.0,1.4,-0.4,1.1,0.2,0.0,0.8,0.8,2.0,-1.2,0.6,0.2,0.1,0.7,0.7,1.5,-0.8,0.7,0.4,0.6,0.0,5,1551.6548483436777,1494.7762947861777,56.87855355750003,0.7115790658758557,2
2005/06,2006-02-11,Everton,Blackburn,H,0.8,0.2,0.0,1.4,0.4,1.0,2.6,0.5,0.1,0.4,1.0,1.5,-0.5,1.6,0.6,0.0,0.4,1.2,1.6,-0.4,1.8,0.5,0.1,0.4,1.0,1.2,-0.2,1.6,0.6,0.2,0.2,1.4,1.2,0.2,2.0,0.6,0.1,0.3,1.6,1.2,0.4,1.9,0.6,0.0,0.4,1.4,0.8,0.6,1.8,0.4,0.1,0.5,1.1,1.3,-0.2,1.3,0.2,0.2,0.6,5,1553.7536089384644,1584.1801418561843,-30.426532917719896,0.5988070807637864,0
2005/06,2006-02-11,Fulham,West Brom,H,0.6,0.0,0.4,1.4,1.4,0.0,1.8,0.4,0.1,0.5,1.4,1.6,-0.2,1.3,0.8,0.2,0.0,1.8,1.0,0.8,2.6,0.7,0.1,0.2,1.8,1.2,0.6,2.2,0.4,0.2,0.4,0.8,0.6,0.2,1.4,0.4,0.1,0.5,0.8,0.8,0.0,1.3,0.2,0.2,0.6,0.2,1.0,-0.8,0.8,0.1,0.3,0.6,0.4,1.3,-0.9,0.6,0.4,0.4,0.2,5,1488.803292784569,1439.7509210213732,49.05237176319588,0.702245643591999,0
2005/06,2006-02-11,Middlesbrough,Chelsea,H,0.2,0.2,0.6,1.4,3.2,-1.8,0.8,0.1,0.3,0.6,1.0,2.4,-1.4,0.6,0.0,0.4,0.6,1.0,2.4,-1.4,0.4,0.2,0.4,0.4,1.5,2.0,-0.5,1.0,0.6,0.4,0.0,1.8,0.8,1.0,2.2,0.8,0.2,0.0,1.8,0.6,1.2,2.6,0.8,0.2,0.0,1.8,0.6,1.2,2.6,0.7,0.2,0.1,1.8,0.6,1.2,2.3,0.0,0.2,0.8,5,1454.5898848869508,1852.4601524378438,-397.870267550893,0.1525578001854505,0
2005/06,2006-02-11,Portsmouth,Man United,A,0.0,0.2,0.8,0.4,2.2,-1.8,0.2,0.2,0.2,0.6,0.6,1.9,-1.3,0.8,0.4,0.4,0.2,0.8,0.6,0.2,1.6,0.2,0.4,0.4,0.6,1.0,-0.4,1.0,0.4,0.2,0.4,1.8,1.8,0.0,1.4,0.6,0.2,0.2,2.4,1.2,1.2,2.0,0.2,0.4,0.4,1.6,1.8,-0.2,1.0,0.5,0.2,0.3,2.0,1.8,0.2,1.7,0.25,0.0,0.75,4,1389.8547940192616,1710.608322249735,-320.7535282304734,0.21912727306615942,2
2005/06,2006-02-11,Wigan,Liverpool,A,0.2,0.4,0.4,1.0,1.4,-0.4,1.0,0.4,0.2,0.4,1.4,1.7,-0.3,1.4,0.4,0.2,0.4,1.6,1.6,0.0,1.4,0.5,0.1,0.4,1.5,1.4,0.1,1.6,0.2,0.2,0.6,0.4,1.2,-0.8,0.8,0.5,0.2,0.3,1.2,0.9,0.3,1.7,0.2,0.2,0.6,1.0,1.6,-0.6,0.8,0.4,0.2,0.4,1.2,1.2,0.0,1.4,0.0,0.0,1.0,1,1534.717295024754,1636.6439756520408,-101.92668062728671,0.49722731211458304,2
2005/06,2006-02-12,Man City,Charlton,H,0.4,0.0,0.6,1.2,1.2,0.0,1.2,0.3,0.1,0.6,1.3,1.4,-0.1,1.0,0.6,0.0,0.4,2.0,1.0,1.0,1.8,0.6,0.1,0.3,1.7,0.8,0.9,1.9,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.4,0.2,0.4,1.1,1.1,0.0,1.4,0.0,0.2,0.8,0.6,2.2,-1.6,0.2,0.4,0.1,0.5,1.2,1.7,-0.5,1.3,0.6,0.4,0.0,5,1512.3462795153437,1493.4869969452989,18.859282570044797,0.6646774610433617,0
2005/06,2006-02-12,Sunderland,Tottenham,D,0.2,0.0,0.8,0.6,1.8,-1.2,0.6,0.1,0.1,0.8,0.5,1.7,-1.2,0.4,0.0,0.2,0.8,0.2,1.6,-1.4,0.2,0.0,0.2,0.8,0.5,2.0,-1.5,0.2,0.4,0.2,0.4,1.0,0.6,0.4,1.4,0.5,0.2,0.3,1.5,0.9,0.6,1.7,0.2,0.2,0.6,1.0,1.4,-0.4,0.8,0.3,0.3,0.4,1.2,1.3,-0.1,1.2,0.2,0.0,0.8,5,1233.7636926022476,1594.7895369489236,-361.02584434667597,0.18204021550605512,1
2005/06,2006-02-13,West Ham,Birmingham,H,0.8,0.0,0.2,2.0,1.4,0.6,2.4,0.5,0.1,0.4,1.5,1.7,-0.2,1.6,0.4,0.0,0.6,1.4,2.0,-0.6,1.2,0.5,0.1,0.4,1.5,1.3,0.2,1.6,0.4,0.2,0.4,1.6,1.0,0.6,1.4,0.3,0.2,0.5,1.2,1.5,-0.3,1.1,0.0,0.2,0.8,0.4,2.2,-1.8,0.2,0.1,0.2,0.7,0.4,1.6,-1.2,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,1556.0087669976547,1431.3232655959594,124.68550140169532,0.7847210567699066,0
2005/06,2006-02-14,Liverpool,Arsenal,H,0.2,0.2,0.6,0.4,1.2,-0.8,0.8,0.5,0.2,0.3,1.1,0.9,0.2,1.7,0.8,0.2,0.0,1.4,0.2,1.2,2.6,0.8,0.1,0.1,1.7,0.5,1.2,2.5,0.4,0.2,0.4,2.4,1.0,1.4,1.4,0.4,0.3,0.3,1.7,0.7,1.0,1.5,0.4,0.2,0.4,0.6,0.4,0.2,1.4,0.3,0.3,0.4,0.8,0.9,-0.1,1.2,0.2,0.6,0.2,5,1652.5552496397074,1659.1987449980138,-6.643495358306382,0.6312081386360787,0
2005/06,2006-02-15,Blackburn,Sunderland,H,0.4,0.2,0.4,1.0,1.2,-0.2,1.4,0.6,0.1,0.3,1.6,1.1,0.5,1.9,0.6,0.2,0.2,1.8,1.6,0.2,2.0,0.6,0.2,0.2,1.7,1.2,0.5,2.0,0.2,0.2,0.6,0.6,1.6,-1.0,0.8,0.1,0.2,0.7,0.6,1.6,-1.0,0.5,0.2,0.0,0.8,0.8,1.8,-1.0,0.6,0.2,0.0,0.8,0.9,1.8,-0.9,0.6,0.0,0.5,0.5,4,1571.3419684406254,1243.9384057060538,327.40356273457155,0.921313783789869,0
2005/06,2006-02-19,Tottenham,Wigan,D,0.2,0.4,0.4,0.8,0.8,0.0,1.0,0.4,0.3,0.3,1.3,0.9,0.4,1.5,0.8,0.2,0.0,2.0,0.4,1.6,2.6,0.7,0.3,0.0,1.8,0.6,1.2,2.4,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.4,0.2,0.4,1.4,1.4,0.0,1.4,0.4,0.2,0.4,1.2,1.8,-0.6,1.4,0.5,0.1,0.4,1.1,1.3,-0.2,1.6,1.0,0.0,0.0,1,1584.6148238451174,1518.8060210370875,65.8088028080299,0.7220136823778924,1
2005/06,2006-02-22,Newcastle,Charlton,D,0.4,0.0,0.6,0.8,1.2,-0.4,1.2,0.4,0.1,0.5,1.1,1.4,-0.3,1.3,0.4,0.4,0.2,1.2,0.8,0.4,1.6,0.5,0.3,0.2,1.2,0.9,0.3,1.8,0.2,0.4,0.4,1.2,1.4,-0.2,1.0,0.3,0.2,0.5,1.1,1.4,-0.3,1.1,0.0,0.2,0.8,1.0,2.6,-1.6,0.2,0.3,0.1,0.6,1.1,2.0,-0.9,1.0,0.4,0.6,0.0,5,1517.546824894205,1482.7566756986864,34.79014919551855,0.6847989215542059,1
2005/06,2006-02-25,Birmingham,Sunderland,H,0.2,0.2,0.6,1.2,1.6,-0.4,0.8,0.2,0.2,0.6,1.1,1.8,-0.7,0.8,0.6,0.2,0.2,2.0,0.8,1.2,2.0,0.3,0.2,0.5,1.3,1.1,0.2,1.1,0.2,0.2,0.6,0.4,1.6,-1.2,0.8,0.1,0.2,0.7,0.4,1.5,-1.1,0.5,0.2,0.0,0.8,0.4,1.6,-1.2,0.6,0.2,0.0,0.8,0.9,1.9,-1.0,0.6,1.0,0.0,0.0,3,1424.4343394125963,1241.4204467873296,183.01389262526664,0.8360543874466801,0
2005/06,2006-02-25,Blackburn,Arsenal,H,0.6,0.0,0.4,1.4,1.2,0.2,1.8,0.6,0.1,0.3,1.5,0.9,0.6,1.9,0.8,0.2,0.0,2.2,1.2,1.0,2.6,0.7,0.1,0.2,1.9,1.2,0.7,2.2,0.2,0.2,0.6,1.0,1.2,-0.2,0.8,0.4,0.3,0.3,1.7,0.6,1.1,1.5,0.4,0.2,0.4,0.6,0.4,0.2,1.4,0.3,0.2,0.5,0.8,1.0,-0.2,1.1,0.0,0.0,1.0,5,1573.8599273593495,1647.3974054343682,-73.53747807501873,0.5380091598197811,0
2005/06,2006-02-25,Charlton,Aston Villa,D,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.3,0.3,0.4,1.1,1.1,0.0,1.2,0.6,0.2,0.2,1.2,0.2,1.0,2.0,0.4,0.2,0.4,1.2,1.1,0.1,1.4,0.2,0.4,0.4,1.4,1.0,0.4,1.0,0.3,0.4,0.3,1.6,1.1,0.5,1.3,0.4,0.6,0.0,2.0,1.0,1.0,1.8,0.4,0.4,0.2,1.7,1.2,0.5,1.6,0.2,0.2,0.6,5,1488.670241188421,1528.8843182356504,-40.214077047229466,0.5851995738959149,1
2005/06,2006-02-25,Chelsea,Portsmouth,H,0.4,0.4,0.2,1.2,1.2,0.0,1.6,0.7,0.2,0.1,1.7,0.9,0.8,2.3,0.8,0.2,0.0,1.8,0.6,1.2,2.6,0.9,0.1,0.0,2.4,0.7,1.7,2.8,0.0,0.2,0.8,0.4,2.4,-2.0,0.2,0.2,0.2,0.6,0.6,1.9,-1.3,0.8,0.0,0.0,1.0,0.4,3.2,-2.8,0.0,0.1,0.1,0.8,0.7,2.5,-1.8,0.4,1.0,0.0,0.0,5,1825.3420020437782,1382.8427212811446,442.4992807626336,0.957826592856404,0
2005/06,2006-02-25,Newcastle,Everton,H,0.4,0.2,0.4,0.8,1.0,-0.2,1.4,0.3,0.2,0.5,1.0,1.4,-0.4,1.1,0.4,0.4,0.2,1.0,0.6,0.4,1.6,0.5,0.4,0.1,1.2,0.7,0.5,1.9,0.8,0.2,0.0,1.0,0.2,0.8,2.6,0.6,0.1,0.3,1.0,1.3,-0.3,1.9,0.4,0.4,0.2,0.8,1.2,-0.4,1.6,0.4,0.2,0.4,0.7,1.4,-0.7,1.4,0.2,0.4,0.4,5,1511.6332594044704,1566.5917823540233,-54.958522949552844,0.5644591893680616,0
2005/06,2006-02-26,Liverpool,Man City,H,0.4,0.2,0.4,0.6,1.0,-0.4,1.4,0.5,0.2,0.3,1.0,0.9,0.1,1.7,0.8,0.2,0.0,1.2,0.2,1.0,2.6,0.9,0.1,0.0,1.7,0.1,1.6,2.8,0.6,0.0,0.4,1.8,1.2,0.6,1.8,0.4,0.1,0.5,1.6,1.4,0.2,1.3,0.0,0.2,0.8,0.6,1.8,-1.2,0.2,0.1,0.2,0.7,1.0,1.6,-0.6,0.5,0.6,0.2,0.2,5,1664.356589203353,1523.0766007619561,141.27998844139688,0.8004196533645475,0
2005/06,2006-02-26,West Brom,Middlesbrough,A,0.4,0.2,0.4,0.8,1.4,-0.6,1.4,0.3,0.1,0.6,0.7,1.4,-0.7,1.0,0.6,0.0,0.4,1.4,0.6,0.8,1.8,0.5,0.1,0.4,1.4,0.9,0.5,1.6,0.4,0.0,0.6,1.6,2.8,-1.2,1.2,0.2,0.3,0.5,1.3,2.3,-1.0,0.9,0.2,0.2,0.6,1.0,2.4,-1.4,0.8,0.3,0.2,0.5,1.3,1.8,-0.5,1.1,0.25,0.25,0.5,4,1430.2227816163172,1481.7080352810165,-51.48525366469926,0.5693680619289109,2
2005/06,2006-02-26,Bolton,Fulham,H,0.2,0.8,0.0,1.0,0.6,0.4,1.4,0.2,0.7,0.1,1.3,1.0,0.3,1.3,0.4,0.6,0.0,1.6,0.8,0.8,1.8,0.6,0.4,0.0,1.4,0.4,1.0,2.2,0.6,0.0,0.4,2.2,1.4,0.8,1.8,0.5,0.1,0.4,2.0,1.6,0.4,1.6,0.0,0.0,1.0,1.0,2.2,-1.2,0.0,0.0,0.2,0.8,0.8,1.7,-0.9,0.2,0.2,0.2,0.6,5,1615.0051353568128,1498.331432189625,116.6737031671878,0.7768276377265612,0
2005/06,2006-03-04,West Ham,Everton,D,1.0,0.0,0.0,2.4,0.8,1.6,3.0,0.5,0.1,0.4,1.6,1.6,0.0,1.6,0.6,0.0,0.4,1.6,1.2,0.4,1.8,0.5,0.1,0.4,1.4,1.3,0.1,1.6,0.6,0.2,0.2,0.8,0.6,0.2,2.0,0.6,0.1,0.3,1.0,1.1,-0.1,1.9,0.4,0.2,0.4,0.6,1.4,-0.8,1.4,0.4,0.2,0.4,0.7,1.4,-0.7,1.4,0.4,0.2,0.4,5,1562.8976931810178,1552.6544764138011,10.243216767216609,0.6535342489097404,1
2005/06,2006-03-04,Aston Villa,Portsmouth,H,0.2,0.6,0.2,1.2,0.6,0.6,1.2,0.3,0.5,0.2,1.6,0.9,0.7,1.4,0.2,0.4,0.4,1.4,1.0,0.4,1.0,0.2,0.2,0.6,1.0,1.4,-0.4,0.8,0.0,0.2,0.8,0.4,2.6,-2.2,0.2,0.1,0.2,0.7,0.5,2.1,-1.6,0.5,0.0,0.0,1.0,0.2,3.0,-2.8,0.0,0.1,0.1,0.8,0.7,2.6,-1.9,0.4,0.6,0.2,0.2,5,1531.6107046003197,1381.4931722525496,150.11753234777007,0.8084224786726473,0
2005/06,2006-03-04,Fulham,Arsenal,A,0.4,0.0,0.6,2.2,1.8,0.4,1.2,0.4,0.1,0.5,1.9,1.7,0.2,1.3,0.8,0.2,0.0,2.6,1.0,1.6,2.6,0.8,0.1,0.1,2.3,1.1,1.2,2.5,0.2,0.2,0.6,1.0,1.2,-0.2,0.8,0.3,0.3,0.4,1.6,0.7,0.9,1.2,0.2,0.2,0.6,0.4,0.6,-0.2,0.8,0.3,0.2,0.5,0.7,0.9,-0.2,1.1,0.0,0.2,0.8,5,1491.189916596875,1632.6136985486012,-141.42378195172614,0.44066726057694255,2
2005/06,2006-03-04,Liverpool,Charlton,D,0.6,0.0,0.4,0.6,0.8,-0.2,1.8,0.5,0.2,0.3,0.8,0.8,0.0,1.7,0.8,0.2,0.0,1.0,0.2,0.8,2.6,0.9,0.1,0.0,1.7,0.1,1.6,2.8,0.2,0.4,0.4,1.0,1.2,-0.2,1.0,0.3,0.4,0.3,1.1,1.0,0.1,1.3,0.0,0.4,0.6,1.0,2.0,-1.0,0.4,0.2,0.2,0.6,1.0,2.0,-1.0,0.8,0.6,0.0,0.4,5,1670.7431602956874,1485.9438548237517,184.79930547193567,0.8374582593004098,1
2005/06,2006-03-04,Middlesbrough,Birmingham,H,0.6,0.0,0.4,2.0,1.4,0.6,1.8,0.3,0.3,0.4,1.5,2.1,-0.6,1.2,0.2,0.2,0.6,1.0,1.8,-0.8,0.8,0.3,0.4,0.3,1.8,1.8,0.0,1.3,0.4,0.2,0.4,1.4,1.2,0.2,1.4,0.3,0.2,0.5,1.1,1.4,-0.3,1.1,0.0,0.2,0.8,0.2,2.0,-1.8,0.2,0.1,0.1,0.8,0.3,1.8,-1.5,0.4,0.6,0.0,0.4,5,1499.9278132627417,1429.6805990143025,70.24721424843915,0.7271125308306089,0
